#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 537718at33208        -            243   8.3e-12   44.1   0.0   2   3   6.8e-06   0.00012   20.6   0.0    36    89    58   116    44   125 0.85 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 537718at33208        -            243   8.3e-12   44.1   0.0   3   3   3.5e-05   0.00064   18.3   0.0    29    89   149   215   143   216 0.81 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   1   3       8.5   1.6e+02    0.7   0.0    37    69     2    34     1    43 0.56 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   2   3    0.0024     0.044   12.3   0.0    35    74    43    81    26    88 0.85 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   3   3   2.3e-08   4.3e-07   28.7   0.2    37   103    87   158    82   169 0.87 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   1   3       8.5   1.6e+02    0.7   0.0    37    69     2    34     1    43 0.56 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   2   3    0.0024     0.044   12.3   0.0    35    74    43    81    26    88 0.85 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   3   3   2.3e-08   4.3e-07   28.7   0.2    37   103    87   158    82   169 0.87 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   1   3       8.5   1.6e+02    0.7   0.0    37    69     2    34     1    43 0.56 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   2   3    0.0024     0.044   12.3   0.0    35    74    43    81    26    88 0.85 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   3   3   2.3e-08   4.3e-07   28.7   0.2    37   103    87   158    82   169 0.87 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   1   3       8.5   1.6e+02    0.7   0.0    37    69     2    34     1    43 0.56 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   2   3    0.0024     0.044   12.3   0.0    35    74    43    81    26    88 0.85 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   3   3   2.3e-08   4.3e-07   28.7   0.2    37   103    87   158    82   169 0.87 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   1   3       8.5   1.6e+02    0.7   0.0    37    69     2    34     1    43 0.56 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   2   3    0.0024     0.044   12.3   0.0    35    74    43    81    26    88 0.85 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 537718at33208        -            243     1e-11   43.8   1.0   3   3   2.3e-08   4.3e-07   28.7   0.2    37   103    87   158    82   169 0.87 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   1   4   0.00064     0.012   14.2   1.4    20   130    95   225    91   237 0.77 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   2   4      0.34       6.2    5.3   0.1    59   126   260   331   253   335 0.64 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   3   4       0.1       1.9    6.9   0.0    34    75   317   361   297   365 0.79 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   4   4   1.2e-05   0.00022   19.8   0.0    18    87   343   418   340   424 0.79 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   1   4   0.00064     0.012   14.2   1.4    20   130    95   225    91   237 0.77 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   2   4      0.34       6.2    5.3   0.1    59   126   260   331   253   335 0.64 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   3   4       0.1       1.9    6.9   0.0    34    75   317   361   297   365 0.79 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 537718at33208        -            243   1.1e-11   43.7   4.1   4   4   1.2e-05   0.00022   19.8   0.0    18    87   343   418   340   424 0.79 -
453052at33208_8355_0:0033da|TRINITY_DN73002_c10_g2_i4:215-928|+     -            238 537718at33208        -            243   1.2e-11   43.6   2.4   1   2   1.3e-07   2.3e-06   26.3   0.7    24   102    45   130    37   137 0.80 -
453052at33208_8355_0:0033da|TRINITY_DN73002_c10_g2_i4:215-928|+     -            238 537718at33208        -            243   1.2e-11   43.6   2.4   2   2   7.9e-05    0.0014   17.1   0.1    36   101   143   212   129   227 0.83 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   1   3   8.6e-05    0.0016   17.0   0.1    64   133    33   110    20   118 0.81 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   2   3   3.1e-06   5.7e-05   21.8   1.2    25   141   117   253    83   255 0.75 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   3   3   0.00065     0.012   14.2   0.0    39    90   229   282   210   290 0.88 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   1   3   8.6e-05    0.0016   17.0   0.1    64   133    33   110    20   118 0.81 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   2   3   3.1e-06   5.7e-05   21.8   1.2    25   141   117   253    83   255 0.75 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 537718at33208        -            243   1.6e-11   43.2   3.5   3   3   0.00065     0.012   14.2   0.0    39    90   229   282   210   290 0.88 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+    -            598 537718at33208        -            243   2.6e-11   42.5   0.8   1   3   9.6e-06   0.00017   20.2   0.0    36    89    84   138    78   156 0.84 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+    -            598 537718at33208        -            243   2.6e-11   42.5   0.8   2   3     1e-07   1.9e-06   26.6   0.0    38   130   127   225   125   226 0.91 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+    -            598 537718at33208        -            243   2.6e-11   42.5   0.8   3   3       2.5        45    2.4   0.0    99   130   509   540   494   568 0.82 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i1:2302-3126|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   1   3         4        74    1.7   0.0   100   135     7    43     2    59 0.61 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i1:2302-3126|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   2   3    0.0005    0.0092   14.5   0.0    37    87    65   115    44   126 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i1:2302-3126|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   3   3   4.3e-06   7.8e-05   21.3   0.1   100   158   156   219   144   267 0.63 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i4:2015-2839|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   1   3         4        74    1.7   0.0   100   135     7    43     2    59 0.61 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i4:2015-2839|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   2   3    0.0005    0.0092   14.5   0.0    37    87    65   115    44   126 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i4:2015-2839|+    -            275 537718at33208        -            243   2.9e-11   42.3   0.5   3   3   4.3e-06   7.8e-05   21.3   0.1   100   158   156   219   144   267 0.63 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   1   2   3.2e-07   5.8e-06   25.0   0.1    24   130    76   202    64   211 0.71 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   2   2    0.0026     0.048   12.2   0.0    35    84   233   284   222   284 0.88 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   1   2   3.2e-07   5.8e-06   25.0   0.1    24   130    76   202    64   211 0.71 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   2   2    0.0026     0.048   12.2   0.0    35    84   233   284   222   284 0.88 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   1   2   3.2e-07   5.8e-06   25.0   0.1    24   130    76   202    64   211 0.71 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+   -            284 537718at33208        -            243   3.1e-11   42.3   0.0   2   2    0.0026     0.048   12.2   0.0    35    84   233   284   222   284 0.88 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 537718at33208        -            243   3.1e-11   42.2   0.1   1   1   3.5e-12   6.4e-11   41.2   0.1    38   155     5   134     2   144 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+     -            280 537718at33208        -            243   3.5e-11   42.1   0.0   1   2   3.1e-07   5.6e-06   25.0   0.1    24   130    72   198    60   207 0.71 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+     -            280 537718at33208        -            243   3.5e-11   42.1   0.0   2   2    0.0026     0.047   12.2   0.0    35    84   229   280   218   280 0.88 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+  -            387 537718at33208        -            243   4.1e-11   41.9   4.2   1   3       4.3        79    1.6   0.2    63    91   141   171   123   206 0.65 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+  -            387 537718at33208        -            243   4.1e-11   41.9   4.2   2   3   3.3e-07   6.1e-06   24.9   0.8    24   102   194   279   186   286 0.80 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+  -            387 537718at33208        -            243   4.1e-11   41.9   4.2   3   3    0.0002    0.0037   15.8   0.1    36   101   292   361   277   366 0.81 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|- -             86 537718at33208        -            243     1e-10   40.6   0.0   1   1     6e-12   1.1e-10   40.5   0.0    25    90    17    83     5    86 0.85 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   2   2     0.079       1.5    7.3   0.2   104   147   188   231   177   255 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+  -            257 537718at33208        -            243   1.1e-10   40.5   0.3   1   2   3.1e-08   5.7e-07   28.3   0.0    30   165    22   174    14   194 0.76 -
