#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
414579at33208_1049336_0:004769|TRINITY_DN79765_c9_g1_i6:300-665|+   -            122 581717at33208        -            249   2.2e-06   26.1   0.2   2   3   9.9e-06   0.00027   19.3   0.0   162   212    32    82    30    93 0.91 -
414579at33208_1049336_0:004769|TRINITY_DN79765_c9_g1_i6:300-665|+   -            122 581717at33208        -            249   2.2e-06   26.1   0.2   3   3       5.8   1.6e+02    0.4   0.0   178   209    90   121    83   122 0.56 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 581717at33208        -            249   2.4e-06   26.0   0.1   1   4   0.00036    0.0098   14.2   0.0   110   153     2    45     1    55 0.86 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 581717at33208        -            249   2.4e-06   26.0   0.1   2   4       1.8        48    2.1   0.0    75    90    57    72    53    77 0.88 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 581717at33208        -            249   2.4e-06   26.0   0.1   3   4       4.9   1.4e+02    0.6   0.0   156   199   100   145    84   146 0.74 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 581717at33208        -            249   2.4e-06   26.0   0.1   4   4      0.72        20    3.4   0.0   152   220   191   259   175   270 0.70 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 581717at33208        -            249   3.5e-06   25.5   0.0   1   2   9.6e-05    0.0026   16.0   0.0   177   218   162   204   157   213 0.82 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 581717at33208        -            249   3.5e-06   25.5   0.0   2   2     0.095       2.6    6.2   0.1    75   128   228   281   201   294 0.55 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+    -            598 581717at33208        -            249   3.6e-06   25.4   0.5   1   2    0.0034     0.092   11.0   0.0   155   210    85   141    67   146 0.86 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+    -            598 581717at33208        -            249   3.6e-06   25.4   0.5   2   2    0.0027     0.075   11.3   0.1   176   215   149   188   134   211 0.87 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 581717at33208        -            249   5.2e-06   24.9   1.4   1   3     0.014      0.39    8.9   0.1   154   210   101   159    36   169 0.74 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 581717at33208        -            249   5.2e-06   24.9   1.4   2   3      0.01      0.27    9.4   0.0   120   212   101   204    93   224 0.55 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 581717at33208        -            249   5.2e-06   24.9   1.4   3   3    0.0026      0.07   11.4   0.2   163   213   235   287   186   308 0.69 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-   -            204 581717at33208        -            249     7e-06   24.5   0.0   1   3      0.55        15    3.7   0.0   174   210    26    62    21    66 0.86 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-   -            204 581717at33208        -            249     7e-06   24.5   0.0   2   3      0.11       2.9    6.1   0.0   172   211    82   121    72   126 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-   -            204 581717at33208        -            249     7e-06   24.5   0.0   3   3    0.0029     0.079   11.2   0.0   173   212   126   165   123   174 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-    -            204 581717at33208        -            249     7e-06   24.5   0.0   1   3      0.55        15    3.7   0.0   174   210    26    62    21    66 0.86 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-    -            204 581717at33208        -            249     7e-06   24.5   0.0   2   3      0.11       2.9    6.1   0.0   172   211    82   121    72   126 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-    -            204 581717at33208        -            249     7e-06   24.5   0.0   3   3    0.0029     0.079   11.2   0.0   173   212   126   165   123   174 0.88 -
201397at33208_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 581717at33208        -            249   8.7e-06   24.2   0.5   1   2       0.2       5.6    5.1   0.0   182   213    22    53    10    69 0.84 -
201397at33208_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 581717at33208        -            249   8.7e-06   24.2   0.5   2   2   0.00055     0.015   13.6   0.2    72   217   119   276    69   289 0.71 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+   -            177 581717at33208        -            249   1.2e-05   23.8   0.1   1   2         1        28    2.8   0.0   177   212    11    46     3    72 0.78 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+   -            177 581717at33208        -            249   1.2e-05   23.8   0.1   2   2   1.2e-05   0.00032   19.0   0.0   154   210    69   129    59   153 0.85 -
453052at33208_30455_0:001251|TRINITY_DN86274_c10_g1_i5:351-737|+    -            129 581717at33208        -            249   1.3e-05   23.6   0.0   1   2      0.98        27    2.9   0.0   177   212    11    46     3    51 0.83 -
453052at33208_30455_0:001251|TRINITY_DN86274_c10_g1_i5:351-737|+    -            129 581717at33208        -            249   1.3e-05   23.6   0.0   2   2   1.4e-05   0.00037   18.8   0.0   154   209    69   128    59   129 0.87 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 581717at33208        -            249   1.3e-05   23.6   0.1   1   3    0.0023     0.064   11.5   0.0   171   209    23    61    18    68 0.91 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 581717at33208        -            249   1.3e-05   23.6   0.1   2   3     0.039       1.1    7.5   0.0   173   214    67   108    65   114 0.91 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 581717at33208        -            249   1.3e-05   23.6   0.1   3   3       4.9   1.3e+02    0.6   0.1    74    87   131   144   128   144 0.90 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 581717at33208        -            249   1.4e-05   23.5   0.4   1   3   0.00012    0.0032   15.7   0.0   108   153    40    85     8    95 0.80 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 581717at33208        -            249   1.4e-05   23.5   0.4   2   3       1.7        47    2.1   0.0    75    90    97   112    93   120 0.89 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 581717at33208        -            249   1.4e-05   23.5   0.4   3   3       4.3   1.2e+02    0.8   0.0   155   199   139   185   113   186 0.75 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 581717at33208        -            249   1.9e-05   23.0   0.1   1   3      0.39        11    4.2   0.0    73   134    48   104    29   109 0.61 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 581717at33208        -            249   1.9e-05   23.0   0.1   2   3      0.02      0.53    8.5   0.0   179   211   116   148   108   168 0.84 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 581717at33208        -            249   1.9e-05   23.0   0.1   3   3      0.21       5.9    5.1   0.0   130   212   182   275   160   297 0.58 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 581717at33208        -            249     2e-05   23.0   0.3   1   3   0.00027    0.0074   14.6   0.0   110   153     2    45     1    58 0.86 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 581717at33208        -            249     2e-05   23.0   0.3   2   3       1.5        41    2.3   0.0    75    90    57    72    53    77 0.88 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 581717at33208        -            249     2e-05   23.0   0.3   3   3       3.9   1.1e+02    1.0   0.0   155   199    99   145    84   147 0.75 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 581717at33208        -            249   2.1e-05   22.9   0.1   1   3       1.3        37    2.5   0.0   174   214    62   101    47   109 0.79 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 581717at33208        -            249   2.1e-05   22.9   0.1   2   3    0.0087      0.24    9.6   0.0   171   209   186   224   182   229 0.91 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 581717at33208        -            249   2.1e-05   22.9   0.1   3   3      0.13       3.6    5.8   0.0   173   214   230   271   227   276 0.91 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 581717at33208        -            249   2.8e-05   22.5   0.0   1   2   0.00078     0.021   13.1   0.0   139   195    87   145    84   150 0.83 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 581717at33208        -            249   2.8e-05   22.5   0.0   2   2     0.054       1.5    7.0   0.0   161   212   152   207   145   233 0.79 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 581717at33208        -            249     3e-05   22.4   0.9   1   1   3.5e-06   9.5e-05   20.8   0.8    86   213    14   147     9   173 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 581717at33208        -            249     3e-05   22.4   0.9   1   1   3.5e-06   9.5e-05   20.8   0.8    86   213    14   147     9   173 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 581717at33208        -            249     3e-05   22.4   0.9   1   1   3.5e-06   9.5e-05   20.8   0.8    86   213    14   147     9   173 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 581717at33208        -            249     3e-05   22.4   0.9   1   1   3.5e-06   9.5e-05   20.8   0.8    86   213    14   147     9   173 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 581717at33208        -            249     3e-05   22.4   0.9   1   1   3.5e-06   9.5e-05   20.8   0.8    86   213    14   147     9   173 0.77 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i10:391-1203|+  -            271 581717at33208        -            249   3.2e-05   22.3   0.0   1   2   7.7e-05    0.0021   16.4   0.0    74   228    42   204     1   213 0.81 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i10:391-1203|+  -            271 581717at33208        -            249   3.2e-05   22.3   0.0   2   2         2        56    1.9   0.0   176   209   238   271   214   271 0.83 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i4:417-1229|+   -            271 581717at33208        -            249   3.2e-05   22.3   0.0   1   2   7.7e-05    0.0021   16.4   0.0    74   228    42   204     1   213 0.81 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i4:417-1229|+   -            271 581717at33208        -            249   3.2e-05   22.3   0.0   2   2         2        56    1.9   0.0   176   209   238   271   214   271 0.83 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 581717at33208        -            249   3.5e-05   22.2   0.4   1   2       3.3        89    1.2   0.0   175   214    97   137    72   158 0.65 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 581717at33208        -            249   3.5e-05   22.2   0.4   2   2   0.00027    0.0073   14.6   0.0   173   219   184   230   165   248 0.84 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-    -            797 581717at33208        -            249   3.5e-05   22.2   0.4   1   2       3.3        89    1.2   0.0   175   214    97   137    72   158 0.65 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-    -            797 581717at33208        -            249   3.5e-05   22.2   0.4   2   2   0.00027    0.0073   14.6   0.0   173   219   184   230   165   248 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   1   2       3.3        90    1.2   0.0   175   214    99   139    74   160 0.65 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   2   2   0.00027    0.0074   14.6   0.0   173   219   186   232   167   250 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   1   2       3.3        90    1.2   0.0   175   214    99   139    74   160 0.65 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   2   2   0.00027    0.0074   14.6   0.0   173   219   186   232   167   250 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   1   2       3.3        90    1.2   0.0   175   214    99   139    74   160 0.65 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   2   2   0.00027    0.0074   14.6   0.0   173   219   186   232   167   250 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   1   2       3.3        90    1.2   0.0   175   214    99   139    74   160 0.65 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 581717at33208        -            249   3.7e-05   22.1   0.4   2   2   0.00027    0.0074   14.6   0.0   173   219   186   232   167   250 0.84 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 581717at33208        -            249   4.1e-05   22.0   0.0   1   2       1.4        38    2.4   0.0    74   124    24    76    22    98 0.79 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 581717at33208        -            249   4.1e-05   22.0   0.0   2   2   4.9e-05    0.0013   17.0   0.0   176   222   156   203   128   207 0.83 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i5:96-626|-     -            177 581717at33208        -            249   4.2e-05   21.9   0.0   1   2      0.04       1.1    7.5   0.0   173   224    13    64     6    85 0.79 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i5:96-626|-     -            177 581717at33208        -            249   4.2e-05   21.9   0.0   2   2    0.0011      0.03   12.6   0.0   164   213    91   139    73   147 0.82 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 581717at33208        -            249   4.4e-05   21.9   0.6   1   4       2.6        70    1.5   0.0   176   211     5    40     2    43 0.82 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 581717at33208        -            249   4.4e-05   21.9   0.6   2   4      0.46        13    4.0   0.0   172   216    43    87    26    96 0.79 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 581717at33208        -            249   4.4e-05   21.9   0.6   3   4    0.0031     0.084   11.1   0.0   184   219    98   136    92   152 0.73 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 581717at33208        -            249   4.4e-05   21.9   0.6   4   4       4.8   1.3e+02    0.7   0.0    75    90   154   169   150   174 0.90 -
357580at33208_42514_0:00018d|TRINITY_DN93240_c4_g1_i3:357-1082|+    -            242 581717at33208        -            249   4.7e-05   21.8   0.0   1   1     3e-05   0.00082   17.7   0.0    73   228    61   224     7   232 0.75 -
