#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 126074at6656         -            265   1.4e-69  233.3   0.2   1   1   4.6e-69   1.1e-67  227.1   0.1    12   250    10   296     4   313 0.85 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 126074at6656         -            265   8.6e-09   34.0   7.1   3   4   0.00087     0.021   13.1   1.4    57   113   386   450   365   531 0.65 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 126074at6656         -            265   8.6e-09   34.0   7.1   4   4      0.18       4.3    5.5   0.4    46   107   506   571   459   571 0.74 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 126074at6656         -            265   8.9e-09   34.0   3.2   1   4    0.0055      0.13   10.5   0.1    37   109     5    83     2    92 0.77 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 126074at6656         -            265   8.9e-09   34.0   3.2   2   4     0.036      0.84    7.8   0.0    37   100    94   163    84   169 0.69 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 126074at6656         -            265   8.9e-09   34.0   3.2   3   4     0.096       2.3    6.4   0.0    14   104   147   211   136   215 0.40 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 126074at6656         -            265   8.9e-09   34.0   3.2   4   4     0.053       1.2    7.3   0.1    74   108   289   325   276   325 0.77 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 126074at6656         -            265   9.6e-09   33.9   0.0   1   3       3.8        89    1.2   0.0    35    59   190   214   144   238 0.69 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 126074at6656         -            265   9.6e-09   33.9   0.0   2   3      0.01      0.24    9.6   0.0    28   109   265   349   261   357 0.79 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 126074at6656         -            265   9.6e-09   33.9   0.0   3   3   1.3e-05   0.00031   19.1   0.0    34   108   356   431   352   433 0.87 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 126074at6656         -            265   1.1e-08   33.6   7.6   1   3   1.8e-07   4.2e-06   25.2   0.2    26   110   308   397   290   399 0.82 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 126074at6656         -            265   1.1e-08   33.6   7.6   2   3   0.00087      0.02   13.1   1.5    53   113   378   448   357   528 0.68 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 126074at6656         -            265   1.1e-08   33.6   7.6   3   3      0.19       4.5    5.5   0.2    46   107   504   569   491   569 0.68 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   1   3     0.071       1.7    6.9   0.1    57   108     5    59     1    86 0.60 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   2   3   6.9e-07   1.6e-05   23.3   0.0    37   121    69   152    64   174 0.79 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   3   3       2.3        55    1.9   0.1   230   244   174   188   156   193 0.76 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   1   3     0.071       1.7    6.9   0.1    57   108     5    59     1    86 0.60 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   2   3   6.9e-07   1.6e-05   23.3   0.0    37   121    69   152    64   174 0.79 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 126074at6656         -            265   1.2e-08   33.5   2.8   3   3       2.3        55    1.9   0.1   230   244   174   188   156   193 0.76 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 126074at6656         -            265   1.2e-08   33.5   1.3   1   3    0.0024     0.058   11.6   0.0    34   106    37   109     7   122 0.85 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 126074at6656         -            265   1.2e-08   33.5   1.3   2   3   6.8e-05    0.0016   16.7   0.1    36   108   160   233   127   242 0.85 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 126074at6656         -            265   1.2e-08   33.5   1.3   3   3      0.13         3    6.0   0.1    60   111   225   282   223   287 0.77 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i2:385-1548|-  -            237 126074at6656         -            265   1.4e-08   33.4   0.0   1   1   5.1e-09   1.2e-07   30.3   0.0    44   113    68   140    62   231 0.81 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 126074at6656         -            265   1.9e-08   32.9   0.7   1   4       0.3       7.1    4.8   0.0   134   169   136   171   120   178 0.83 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 126074at6656         -            265   1.9e-08   32.9   0.7   2   4   0.00059     0.014   13.7   0.0    78   125   193   241   185   244 0.77 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 126074at6656         -            265   1.9e-08   32.9   0.7   3   4      0.23       5.4    5.2   0.0    35    96   232   295   228   304 0.75 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+ -            387 126074at6656         -            265   1.9e-08   32.9   0.7   4   4     0.015      0.36    9.0   0.1    38   106   277   346   254   350 0.74 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i7:1241-1768|+  -            176 126074at6656         -            265     2e-08   32.8   0.1   1   3     0.033      0.78    7.9   0.0    65   109     5    51     2    58 0.84 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i7:1241-1768|+  -            176 126074at6656         -            265     2e-08   32.8   0.1   2   3     0.013      0.32    9.2   0.0    78   115    61    99    54   109 0.80 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i7:1241-1768|+  -            176 126074at6656         -            265     2e-08   32.8   0.1   3   3   0.00056     0.013   13.8   0.0    33   106   100   176    94   176 0.82 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 126074at6656         -            265   2.1e-08   32.7   0.1   1   2     0.089       2.1    6.5   0.0    41    68     3    31     1    40 0.66 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 126074at6656         -            265   2.1e-08   32.7   0.1   2   2   2.4e-06   5.7e-05   21.5   0.0    37   109    46   121    42   127 0.89 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 126074at6656         -            265   2.2e-08   32.7   0.1   1   2     0.089       2.1    6.5   0.0    41    68     3    31     1    40 0.66 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 126074at6656         -            265   2.2e-08   32.7   0.1   2   2   2.4e-06   5.6e-05   21.5   0.0    37   109    46   121    42   127 0.89 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i2:1299-1826|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   1   3     0.033      0.78    7.9   0.0    65   109     5    51     2    58 0.84 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i2:1299-1826|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   2   3     0.013      0.32    9.2   0.0    78   115    61    99    54   109 0.80 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i2:1299-1826|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   3   3   0.00063     0.015   13.6   0.0    33   106   100   176    94   176 0.82 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i6:1269-1796|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   1   3     0.033      0.78    7.9   0.0    65   109     5    51     2    58 0.84 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i6:1269-1796|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   2   3     0.013      0.32    9.2   0.0    78   115    61    99    54   109 0.80 -
107802at6656_13686_0:000af8|TRINITY_DN93240_c4_g1_i6:1269-1796|+  -            176 126074at6656         -            265   2.2e-08   32.7   0.0   3   3   0.00063     0.015   13.6   0.0    33   106   100   176    94   176 0.82 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 126074at6656         -            265   2.7e-08   32.4   0.2   1   3       6.6   1.6e+02    0.4   0.0   148   179    38    69    31    75 0.79 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 126074at6656         -            265   2.7e-08   32.4   0.2   2   3     0.038       0.9    7.7   0.0   222   264    85   128    80   129 0.84 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 126074at6656         -            265   2.7e-08   32.4   0.2   3   3   1.1e-05   0.00026   19.3   0.1    45   116   182   257   171   267 0.82 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-  -            179 126074at6656         -            265     3e-08   32.3   0.0   1   2   4.2e-09   9.8e-08   30.6   0.0    44   113    68   140    62   170 0.74 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i1:768-1304|-  -            179 126074at6656         -            265     3e-08   32.3   0.0   2   2       5.6   1.3e+02    0.6   0.0    38    68   147   178   141   179 0.66 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 126074at6656         -            265     3e-08   32.3   0.0   1   2   4.2e-09   9.8e-08   30.6   0.0    44   113    68   140    62   170 0.74 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 126074at6656         -            265     3e-08   32.3   0.0   2   2       5.6   1.3e+02    0.6   0.0    38    68   147   178   141   179 0.66 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 126074at6656         -            265   3.6e-08   32.0   0.2   1   3     0.027      0.63    8.2   0.1    85   130     3    52     1    61 0.73 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 126074at6656         -            265   3.6e-08   32.0   0.2   2   3   9.6e-05    0.0023   16.3   0.0    32   109    73   156    66   174 0.81 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 126074at6656         -            265   3.6e-08   32.0   0.2   3   3       1.9        45    2.2   0.0   220   243   214   238   205   238 0.83 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 126074at6656         -            265   3.6e-08   32.0   0.2   1   3     0.027      0.63    8.2   0.1    85   130     3    52     1    61 0.73 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 126074at6656         -            265   3.6e-08   32.0   0.2   2   3   9.6e-05    0.0023   16.3   0.0    32   109    73   156    66   174 0.81 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 126074at6656         -            265   3.6e-08   32.0   0.2   3   3       1.9        45    2.2   0.0   220   243   214   238   205   238 0.83 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   1   4   1.4e-05   0.00034   19.0   0.0    26   108     4    88     1    91 0.87 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   2   4       1.7        39    2.3   0.0    33   105    93   164    84   167 0.82 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   3   4       3.5        83    1.3   0.0   146   207   232   297   227   305 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   4   4      0.72        17    3.6   0.0   142   210   462   533   451   560 0.70 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   1   4   1.4e-05   0.00034   19.0   0.0    26   108     4    88     1    91 0.87 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   2   4       1.7        39    2.3   0.0    33   105    93   164    84   167 0.82 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   3   4       3.5        83    1.3   0.0   146   207   232   297   227   305 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+  -            940 126074at6656         -            265   4.7e-08   31.6   0.1   4   4      0.72        17    3.6   0.0   142   210   462   533   451   560 0.70 -
83755at6656_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+   -            174 126074at6656         -            265   5.9e-08   31.3   0.0   1   3   0.00014    0.0033   15.7   0.0    40   109    23    94     8   103 0.87 -
83755at6656_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+   -            174 126074at6656         -            265   5.9e-08   31.3   0.0   2   3    0.0011     0.025   12.8   0.0    61   109    86   135    85   139 0.89 -
83755at6656_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+   -            174 126074at6656         -            265   5.9e-08   31.3   0.0   3   3     0.002     0.048   11.9   0.0    38   109   103   174    99   174 0.84 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   1   3       4.2        99    1.0   0.0    39    64     2    27     1    57 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   2   3       2.3        53    1.9   0.0   190   243    65   120    18   133 0.66 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   3   3   5.2e-07   1.2e-05   23.7   0.0    20   116   160   259   148   293 0.85 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   1   3       4.2        99    1.0   0.0    39    64     2    27     1    57 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   2   3       2.3        53    1.9   0.0   190   243    65   120    18   133 0.66 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   3   3   5.2e-07   1.2e-05   23.7   0.0    20   116   160   259   148   293 0.85 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   1   3       4.2        99    1.0   0.0    39    64     2    27     1    57 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   2   3       2.3        53    1.9   0.0   190   243    65   120    18   133 0.66 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   3   3   5.2e-07   1.2e-05   23.7   0.0    20   116   160   259   148   293 0.85 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i6:2834-3721|-  -            296 126074at6656         -            265   6.4e-08   31.2   0.0   1   3       4.2        99    1.0   0.0    39    64     2    27     1    57 0.82 -
